,text,status,phone,doneAt,ACTION
76,"UPGRADE_TEST,0000##",Delivered,9103265923,09/06/2026 09:24:21,Keep
77,"UPGRADE_TEST,0000##",Delivered,9103265923,09/06/2026 09:23:55,Keep
78,1061714212_Wakeup,Delivered,997582625,09/06/2026 09:23:54,Keep
79,691832211_Wakeup,Delivered,997584132,09/06/2026 09:23:56,Keep
80,ACT. APAGADO  on (HBZN580NKLAH21750) => HBZN580NKLAH21750 - Speed: 0 Km/h - Time: Jun  9 2026  9:18AM,Delivered,3155158248,09/06/2026 09:19:31,Keep
81,"AT+GTRTO=gv55w,1,,1,,,,FFFF$",Delivered,9103432206,09/06/2026 09:16:21,Keep
82,"AT+GTRTO=gv55w,1,,1,,,,FFFF$",Delivered,9103432206,09/06/2026 09:16:14,Keep
83,"AT+GTRTO=gv55w,1,,1,,,,FFFF$",Delivered,9103432206,09/06/2026 09:16:29,Keep
84,488065744_Wakeup,Delivered,3165689826,09/06/2026 09:09:52,Keep
85,366319786_Wakeup,Delivered,9104087586,09/06/2026 09:09:51,Keep
86,1781014035 Wakeup cloud info bubble LS,Rejected,103824970,09/06/2026 09:07:16,Keep
87,1781014032 Wakeup cloud info bubble LS,Rejected,103824970,09/06/2026 09:07:13,Keep
88,1781014024 Wakeup cloud info bubble LS,Rejected,7318540332,09/06/2026 09:07:05,Keep
89,1781013990 Wakeup cloud info bubble LS,Rejected,103149072,09/06/2026 09:06:31,Keep
90,1781013987 Wakeup cloud info bubble LS,Rejected,103149072,09/06/2026 09:06:28,Keep
91,1781013987 Wakeup cloud info bubble LS,Rejected,103149072,09/06/2026 09:06:28,Keep
92,1781013987 Wakeup cloud info bubble LS,Rejected,103149072,09/06/2026 09:06:28,Keep
93,"AT+GTRTO=gv55w,1,,1,,,,FFFF$",Rejected,9109104047,09/06/2026 09:06:06,Keep
94,603150017_Wakeup,Delivered,9104060657,09/06/2026 09:05:59,Keep
95,765575403_Wakeup,Delivered,3176800260,09/06/2026 09:00:38,Keep
96,1781013507 Wakeup cloud info bubble LS,Rejected,103682510,09/06/2026 08:58:29,Keep
97,1781013507 Wakeup cloud info bubble LS,Rejected,103682510,09/06/2026 08:58:28,Keep
98,1781013507 Wakeup cloud info bubble LS,Rejected,103682510,09/06/2026 08:58:28,Keep
99,1781013507 Wakeup cloud info bubble LS,Rejected,103682510,09/06/2026 08:58:28,Keep
100,1781013506 Wakeup cloud info bubble LS,Rejected,103682510,09/06/2026 08:58:28,Keep
101,1781013506 Wakeup cloud info bubble LS,Rejected,103682510,09/06/2026 08:58:27,Keep
102,1169756374_Wakeup,Delivered,3176800260,09/06/2026 08:57:07,Keep
137,226463985_Wakeup,Delivered,3158926995,09/06/2026 08:55:35,Keep
153,"ACT. Combustible Bajando en (XMB071) => XMB071  Lugar: Kr2 46, Monteria, Cordoba, Colombia - Velocidad: 0 Km/h - Fecha: Jun  9 2026  8:48AM",Delivered,3145973800,09/06/2026 08:55:27,Keep
154,"ACT. Combustible Bajando en (XMB071) => XMB071  Lugar: Kr2 46, Monteria, Cordoba, Colombia - Velocidad: 0 Km/h - Fecha: Jun  9 2026  8:48AM",Delivered,3016064880,09/06/2026 08:55:23,Keep
157,"!R3,1,7",Undeliverable,9101137537,09/06/2026 08:50:57,Keep
159,746419361_Wakeup,Delivered,968214770,09/06/2026 08:50:25,Keep
161,946975960_Wakeup,Delivered,993899074,09/06/2026 08:49:37,Keep
162,POLLQ VIAUDP,Delivered,9103448553,09/06/2026 08:48:58,Keep
163,1849798271_Wakeup,Delivered,3188940009,09/06/2026 08:48:56,Keep
164,833853340_Wakeup,Delivered,952354045,09/06/2026 08:48:44,Keep
165,POLLQ VIAUDP,Delivered,9103448553,09/06/2026 08:48:57,Keep
166,628190014_Wakeup,Delivered,993899074,09/06/2026 08:48:30,Keep
167,POLLQ VIAUDP,Delivered,9103448553,09/06/2026 08:48:20,Keep
168,712897870_Wakeup,Delivered,952354045,09/06/2026 08:41:50,Keep
169,402696486_Wakeup,Delivered,952354045,09/06/2026 08:41:16,Keep
170,449582835_Wakeup,Rejected,967948131,09/06/2026 08:39:48,Keep
171,956157381_Wakeup,Rejected,967948131,09/06/2026 08:39:27,Keep
172,347303127_Wakeup,Rejected,967948131,09/06/2026 08:39:26,Keep
173,326198441_Wakeup,Rejected,967948131,09/06/2026 08:39:24,Keep
174,1391898441_Wakeup,Rejected,967948131,09/06/2026 08:39:23,Keep
175,267740272_Wakeup,Rejected,967948131,09/06/2026 08:39:21,Keep
176,1532467429_Wakeup,Rejected,967948131,09/06/2026 08:39:20,Keep
177,1199938911_Wakeup,Rejected,967948131,09/06/2026 08:39:19,Keep
178,923610212_Wakeup,Rejected,967948131,09/06/2026 08:39:18,Keep
179,647281513_Wakeup,Rejected,967948131,09/06/2026 08:39:17,Keep
180,1441317284_Wakeup,Rejected,967948131,09/06/2026 08:39:15,Keep
181,1352428452_Wakeup,Rejected,967948131,09/06/2026 08:39:12,Keep
182,1263371507_Wakeup,Rejected,967948131,09/06/2026 08:39:11,Keep
183,2099425231_Wakeup,Rejected,967948131,09/06/2026 08:39:09,Keep
184,1755312386_Wakeup,Rejected,967948131,09/06/2026 08:39:08,Keep
185,1347908789_Wakeup,Rejected,967948131,09/06/2026 08:39:06,Keep
186,652424053_Wakeup,Rejected,967948131,09/06/2026 08:39:05,Keep
187,750806975_Wakeup,Rejected,967948131,09/06/2026 08:39:03,Keep
188,22465113_Wakeup,Rejected,967948131,09/06/2026 08:39:02,Keep
189,736793222_Wakeup,Rejected,967948131,09/06/2026 08:39:02,Keep
190,340976915_Wakeup,Rejected,967948131,09/06/2026 08:39:01,Keep
191,961170584_Wakeup,Rejected,967948131,09/06/2026 08:38:00,Keep
192,1961156332_Wakeup,Rejected,967948131,09/06/2026 08:37:59,Keep
193,1015109090_Wakeup,Rejected,967948131,09/06/2026 08:37:57,Keep
194,406254836_Wakeup,Rejected,967948131,09/06/2026 08:37:56,Keep
195,1694321723_Wakeup,Rejected,967948131,09/06/2026 08:37:54,Keep
196,680322222_Wakeup,Rejected,967948131,09/06/2026 08:37:53,Keep
197,1781117355_Wakeup,Rejected,967948131,09/06/2026 08:37:51,Keep
198,1692060410_Wakeup,Rejected,967948131,09/06/2026 08:37:50,Keep
199,226215859_Wakeup,Rejected,967948131,09/06/2026 08:37:48,Keep
200,137158914_Wakeup,Rejected,967948131,09/06/2026 08:37:47,Keep
201,818798010_Wakeup,Rejected,967948131,09/06/2026 08:37:45,Keep
202,629099793_Wakeup,Rejected,967948131,09/06/2026 08:37:44,Keep
203,1146638752_Wakeup,Rejected,967948131,09/06/2026 08:37:42,Keep
204,1221681944_Wakeup,Rejected,967948131,09/06/2026 08:37:41,Keep
205,275634702_Wakeup,Rejected,967948131,09/06/2026 08:37:39,Keep
206,1814264095_Wakeup,Rejected,967948131,09/06/2026 08:37:38,Keep
207,1793159409_Wakeup,Rejected,967948131,09/06/2026 08:37:36,Keep
208,360003871_Wakeup,Rejected,967948131,09/06/2026 08:37:35,Keep
209,170305654_Wakeup,Rejected,967948131,09/06/2026 08:37:34,Keep
210,697362009_Wakeup,Rejected,967948131,09/06/2026 08:37:34,Keep
211,128742465_Wakeup,Rejected,967948131,09/06/2026 08:37:18,Keep
212,810213448_Wakeup,Rejected,967948131,09/06/2026 08:37:17,Keep
213,1840629859_Wakeup,Rejected,967948131,09/06/2026 08:37:16,Keep
214,1821951636_Wakeup,Rejected,967948131,09/06/2026 08:37:15,Keep
215,674453737_Wakeup,Delivered,967948131,09/06/2026 08:37:19,Keep
216,1740153737_Wakeup,Delivered,967948131,09/06/2026 08:37:16,Keep
217,948689236_Wakeup,Delivered,967948131,09/06/2026 08:37:15,Keep
218,859632291_Wakeup,Delivered,967948131,09/06/2026 08:37:12,Keep
219,1208745832_Wakeup,Delivered,967948131,09/06/2026 08:37:16,Keep
220,581045242_Wakeup,Delivered,967948131,09/06/2026 08:37:12,Keep
221,260272127_Wakeup,Delivered,967948131,09/06/2026 08:37:12,Keep
222,1944155321_Wakeup,Delivered,967948131,09/06/2026 08:37:07,Keep
223,578952042_Wakeup,Delivered,967948131,09/06/2026 08:37:07,Keep
224,489895097_Wakeup,Delivered,967948131,09/06/2026 08:37:02,Keep
225,1553168634_Wakeup,Delivered,967948131,09/06/2026 08:37:01,Keep
226,981835976_Wakeup,Delivered,967948131,09/06/2026 08:37:01,Keep
227,1532232061_Wakeup,Delivered,967948131,09/06/2026 08:36:57,Keep
228,197462408_Wakeup,Delivered,967948131,09/06/2026 08:37:01,Keep
229,560418626_Wakeup,Delivered,967948131,09/06/2026 08:36:57,Keep
230,370720409_Wakeup,Delivered,967948131,09/06/2026 08:36:58,Keep
231,1443797993_Wakeup,Delivered,967948131,09/06/2026 08:36:41,Keep
232,2125268976_Wakeup,Delivered,967948131,09/06/2026 08:36:40,Keep
233,1003537270_Wakeup,Delivered,967948131,09/06/2026 08:36:50,Keep
234,959092854_Wakeup,Delivered,967948131,09/06/2026 08:36:38,Keep
235,ACT. Ignicion Encendida on (WB146-5) => WB146-5 - Speed: 0 Km/h - Time: Jun  9 2026  8:34AM,Delivered,3182066185,09/06/2026 08:34:57,Keep
236,1781012066 Wakeup cloud info bubble LS,Rejected,7910290217,09/06/2026 08:34:27,Keep
237,POLLQ VIAUDP,Delivered,9103448553,09/06/2026 08:20:58,Keep
238,POLLQ VIAUDP,Delivered,9103448553,09/06/2026 08:20:54,Keep
239,204175878_Wakeup,Delivered,993895817,09/06/2026 08:18:08,Keep
240,871710660_Wakeup,Delivered,993896373,09/06/2026 08:15:26,Keep
241,1781010541 Wakeup cloud info bubble LS,Rejected,103825011,09/06/2026 08:09:02,Keep
242,2071717979_Wakeup,Delivered,9103149297,09/06/2026 08:07:57,Keep
243,1781010319 Wakeup cloud info bubble LS,Rejected,174500437,09/06/2026 08:05:20,Keep
244,612276690_Wakeup,Delivered,9103149356,09/06/2026 08:07:53,Keep
245,"!R3,1,7",Delivered,9103447332,09/06/2026 08:07:51,Keep
246,"!R3,1,7",Delivered,9103447332,09/06/2026 08:07:56,Keep
247,"AT+GTRTO=gv55w,1,,1,,,,FFFF$",Delivered,9103593223,09/06/2026 08:08:06,Keep
248,ACT. ENCENDIDO  on (HBZN580NKLAH21750) => HBZN580NKLAH21750 - Speed: 0 Km/h - Time: Jun  9 2026  1:12PM,Delivered,3155158248,09/06/2026 08:01:04,Keep
249,1844350647_Wakeup,Delivered,967949557,09/06/2026 07:30:35,Keep
250,497825591_Wakeup,Delivered,967949557,09/06/2026 07:30:32,Keep
251,476720905_Wakeup,Delivered,967949557,09/06/2026 07:30:34,Keep
252,1828078544_Wakeup,Delivered,967949557,09/06/2026 07:30:27,Keep
253,956906381_Wakeup,Delivered,967949557,09/06/2026 07:30:27,Keep
254,2069288804_Wakeup,Delivered,967949557,09/06/2026 07:30:28,Keep
255,704085525_Wakeup,Delivered,967949557,09/06/2026 07:30:28,Keep
256,514387308_Wakeup,Delivered,967949557,09/06/2026 07:30:23,Keep
257,2109213557_Wakeup,Delivered,967949557,09/06/2026 07:30:27,Keep
258,687813422_Wakeup,Delivered,967949557,09/06/2026 07:30:43,Keep
259,556738524_Wakeup,Delivered,967949557,09/06/2026 07:30:36,Keep
260,811962537_Wakeup,Delivered,967949557,09/06/2026 07:30:18,Keep
261,617938537_Wakeup,Delivered,9103535530,09/06/2026 08:08:00,Keep
262,ACT. Ignicion Encendida en (GDY845) => GDY845 - Velocidad: 0 Km/h - Fecha: Jun  9 2026  7:10AM,Delivered,3145973800,09/06/2026 08:00:54,Keep
263,ACT. Ignicion Encendida en (GDY845) => GDY845 - Velocidad: 0 Km/h - Fecha: Jun  9 2026  7:10AM,Delivered,3016064880,09/06/2026 08:00:41,Keep
264,1771162826_Wakeup,Delivered,3223358934,09/06/2026 08:08:01,Keep
265,1042820964_Wakeup,Delivered,3223358934,09/06/2026 08:08:06,Keep
266,534607982_Wakeup,Delivered,3223358934,09/06/2026 08:07:55,Keep
267,1705613724_Wakeup,Delivered,3223358934,09/06/2026 08:07:55,Keep
